Date,strat_01_momentum_NEE,strat_02_earnings_momentum_NEE,strat_03_value_NEE,strat_04_low_vol_NEE,strat_07_residual_momentum_NEE,strat_08_pairs_trading_NEE_CEG,strat_09_mean_reversion_cluster,strat_10_single_ma_NEE,strat_11_two_ma_NEE,strat_12_three_ma_NEE,strat_13_support_resistance_NEE,strat_14_channel_NEE,strat_17_ml_knn_NEE,strat_18_statarb_optimizacion_NEE
2013-06-30,0.11700314895131031,0.026698815282574888,0.0,0.09418539054424084,0.0,0.0,-0.37907091967615303,0.01732975586752657,0.065081455998002,0.05387440437735035,-0.04311447572426619,-0.04640551642666058,-0.042707161210702685,-0.11452895594121255
2013-07-31,0.09062895284380426,-0.05279506759009573,0.0,0.0685459664313287,0.0,0.0,-0.3698020788428597,-0.013659861612412498,0.036916317998616666,0.08646679833318659,-0.04417804477498844,-0.009930682207015469,-0.04044972228292068,-0.1866265070827713
2013-08-31,0.06880046600578088,-0.06240240861565212,0.0,0.07598773273993648,0.0,0.0,-0.31333747773103077,-0.0011504903423352824,0.04673909600294508,0.07089647415903062,-0.050125513926806434,-0.033709385308044744,-0.05001944088660935,-0.22683151428182827
2013-09-30,0.07215978642753372,-0.022034271334094743,0.0,0.062252168881354174,0.0,0.0,-0.31954140260985225,-0.006624878793509521,0.03910806391751332,0.08266769873473816,-0.0485453149773947,-0.036078730969901364,-0.06750844970682278,-0.24347923364728533
2013-10-31,0.035999578400727164,-0.07039876145495075,0.0,0.07531390802452344,0.0,0.0,-0.2565983557017486,-0.005425838423336474,0.035173075392209034,0.038802508313593255,-0.04716413521557059,-0.05578336109995481,-0.06435477676332567,-0.3149857012100602
2013-11-30,0.04824114473196014,-0.07490705332946032,0.0,0.054097806807083614,0.0,0.0,-0.37212828666357695,-0.016387198607856077,0.021850674139377933,0.06028510399932882,-0.03149941633770945,-0.035729232424885536,-0.05865797463657217,-0.22621610832218902
2013-12-31,0.08772805703196987,-0.04367322006086511,0.0,0.04426489132782734,0.0,0.0,-0.32860305970137466,-0.0037431757491202936,0.03206006510846458,0.04932647095198149,-0.020286780428748298,-0.04544592251183128,-0.06312902851984498,-0.2817393286079721
2014-01-31,0.11371641737831358,-0.07325503977023823,0.0,0.03168763701043234,0.0,0.0,-0.27712788076642453,-0.013346713443100039,0.030316320599503375,0.046118278982535045,-0.013976439480941126,-0.06382849444996529,-0.10737869598530374,-0.22924808213324266
2014-02-28,0.08700840594950239,-0.035339115807214126,0.0,-0.004309331038710397,0.0,0.0,-0.2928758960950592,-0.005002212642524527,0.04085611662787601,0.051275734098233675,-0.040664944197653805,-0.05464773003781031,-0.06927301994660566,-0.31874749355880977
2014-03-31,0.0036014821302222133,-0.006000275277630553,0.48700005654055173,0.005144761802489574,0.0,0.0,-0.16026102516627552,0.03491880945050164,0.017046094947959393,0.004482722157605256,-0.011828570738784072,-0.021101168195792882,-0.05956077950284593,-0.18905425408934112
2014-04-30,0.0480167372654733,-0.017380554746565628,-0.2716134189433242,-0.027324611345671414,0.0,0.0,-0.2618280395524204,-0.011881031135779417,0.02325031957116519,0.024705978285947755,-0.033285457688906,-0.025964156153790247,-0.06816255393729653,-0.18658714137365978
2014-05-31,0.05191052101594403,-0.014856876207237907,-0.31746647165379216,-0.03942127180528609,0.0,0.0,-0.24320005069252537,-0.010390081497829422,0.019132357246689068,0.014575401512050381,-0.02490316199265266,-0.020373261641261756,-0.0681682035048157,-0.1756023412299155
2014-06-30,0.07502632259085568,-0.025513815062008813,-0.2575855150738588,-0.02649299026622639,0.0,0.0,-0.260899844673282,-0.015597431650367902,0.006169090755641035,-0.008165526124343528,0.006426561816734879,-0.021775551000416782,-0.09311435360552676,-0.20323299738073763
2014-07-31,0.07268953530907285,0.0020596470198571692,-0.31195564728998015,-0.04742036609037902,0.0,0.0,-0.18418755869411,0.00727944054575769,0.02077731368757655,-0.007813887000505304,0.011523237273370563,-0.04613361059099296,-0.056477339747255446,-0.23168241675114237
2014-08-31,0.048055596119140453,-0.030612869771748853,-0.12652362889025925,-0.18587839458677197,0.0,0.0,-0.10227985400031371,-0.03050419148143351,0.054282330382691854,-0.034701406042484076,0.06851900041986393,-0.00815193335365997,-0.10788939607231934,-0.20260139887931308
2014-09-30,0.09809735169053804,-0.05844311946986622,-0.1682908897373475,-0.10749418178426881,0.0,0.0,-0.1353619389819552,-0.04703070327865299,0.04517477107814265,-0.021863158822474194,0.022715367214563752,-0.008299329961454624,-0.09724852556307835,-0.18998066241765754
2014-10-31,0.09615807308895144,-0.06783458096808413,-0.065992418175124,-0.14316210272422392,0.0,0.0,-0.21461222818109943,-0.0558309204552847,0.04153636314891806,-0.02665179360720713,0.02225541457288757,-0.01761281418784424,-0.06990693390423,-0.1784463569861454
2014-11-30,0.09356075026782149,-0.05217583536536093,-0.16302264723216164,-0.1413775220650522,0.0,0.0,-0.21565649616742208,-0.052557798213053245,0.030641579300852557,-0.018184221264303024,0.05758338486022681,0.0034384729425799452,-0.1083847074811416,-0.06341658484002465
2014-12-31,0.1492338264123192,-0.057331757585648915,-0.2938644471460977,-0.1600542151948431,0.0,0.0,0.0015352819816527204,-0.059325287472517474,0.014114163672884195,-0.01435499560923655,0.009108808932625263,0.011092580662778921,-0.19704606593738624,-0.0329385693920095
2015-01-31,0.09157442394643944,-0.08781943726692351,-0.22835344407867034,-0.16893046065653275,0.0,0.0,-0.12868232086342987,-0.00226505406003645,0.01773369466372022,-0.06799776713689669,0.053432679299944455,0.002418275114691928,-0.08857758180647687,-0.06221486110623747
2015-02-28,0.08987571661525787,-0.09496802817490689,-0.25932331099847944,-0.1192750737307862,0.0,0.0,-0.09552699172839878,0.0005667135126205971,-0.04544444030490082,-0.05050243612980148,0.07438050905827161,0.05595605424306956,-0.009312632343806039,0.10486809315970065
2015-03-31,0.08805269394111949,-0.12043745074977907,-0.15819661346138436,-0.10779664876610755,0.0,0.0,-0.09645612423697926,-0.048198746510439844,-0.017199084499027833,-0.0796589417625946,0.0915388351431595,0.049201161665880004,-0.10433092617533773,0.038932773088190764
2015-04-30,0.04831444798441245,-0.1236966074512584,-0.14270048193790788,-0.11134890188877596,0.0,0.0,-0.06816627784427139,-0.07464471883290723,-0.05656932237257716,-0.11034272414582286,0.08471618833850088,0.07375652391903534,-0.10397986023757085,0.0017639450469595986
2015-05-31,0.020131368390034123,-0.11933525490973335,-0.053922428637615455,-0.08455544575681498,0.0,0.0,-0.035542225699243604,-0.11636158646725712,-0.06326633918595616,-0.15494288277010995,0.0950812190210066,0.09100072279645188,-0.13196606650555273,0.03389445986022413
2015-06-30,0.039393636275509486,-0.09965034842131508,-0.08911009585906685,-0.0966491803639145,0.0,0.0,-0.08064850019795694,-0.10149180650547837,-0.03344886435447661,-0.11083170956371081,0.06222807456382632,0.07304047422122942,-0.12560442283037618,0.08790288684313959
2015-07-31,-0.00626024412859269,-0.10281028886803492,0.026258642916131766,-0.08620815905273226,0.0,0.0,-0.10434164887287092,-0.09881519295910351,-0.05833891730186074,-0.1485189422806768,0.02088565752420402,0.0624960018671337,-0.12307579809859713,0.16199050613006147
2015-08-31,0.05154259700184588,-0.05400569317234475,-0.09592919881762811,-0.07671899047028709,0.0,0.0,-0.18513429241679855,-0.05813660874601069,-0.06366589018172329,-0.12791558272763837,0.02174492276000038,0.07407443307102164,-0.1284463396307034,0.06268545100399792
2015-09-30,0.009428112530985109,-0.04665384391201126,-0.045959934843225025,-0.043891935735098635,0.0,0.0,-0.17689708107981117,-0.06036940311912743,-0.05379825342454338,-0.08206922152834091,0.02677212317692395,0.0653889807643647,-0.1745062253838183,0.21426488450175027
2015-10-31,0.07292195787101578,-0.09005081294620351,-0.05125213526749369,-0.02812498117779365,0.0,0.0,-0.12544980519898702,-0.033353293692628634,-0.06181566568813903,-0.048273440147313516,0.041869948045891656,0.0520589123101188,-0.23126234735150308,0.1635667003029116
2015-11-30,0.09201924872646461,-0.06444204697088544,-0.060048615010664726,-0.029142881787506077,0.0,0.0,-0.0619417500446919,-0.05096122433739698,-0.08830732962492972,-0.012026321151460606,-0.004962976695887543,0.08244925099802072,-0.298952981817671,0.1547453728344207
2015-12-31,0.0662813349350513,-0.03401305646325411,-0.004729635416875352,-0.016217225793268612,0.0,0.0,-0.08811325249723431,-0.07183604380324989,-0.1004842976912815,-0.074172177808016,0.01851563601699568,0.10275142203422098,-0.2630192033972351,0.15986671414331713
2016-01-31,0.07269674355156189,-0.08741231371342051,-0.017091523968158728,0.05627663011371956,0.0,0.0,-0.009644639397691024,-0.12070138163530256,-0.11148479024119577,-0.042152495333010395,-0.053406725293567256,0.19268770553885112,-0.17947935245676985,0.05696569875675126
2016-02-29,0.08109618944814741,-0.022936202180287472,-0.127317160437747,0.03511227979070906,0.0,0.0,-0.10432614711414144,-0.1404773033339349,-0.05090573896386584,0.0002936933307018363,-0.12402793459633314,0.10704979831766791,-0.12174735437821878,0.08471019810824508
2016-03-31,0.08273400345884722,0.04561562772245694,-0.07893963828553428,0.04066083580504067,0.0,0.0,-0.3551903185489671,-0.07930491815276125,-0.07020571396555092,-0.007922619375329586,-0.05408705640450258,0.0847381978154813,-0.1003817726622782,0.00021929780324986126
2016-04-30,0.12655960123181922,0.013344877141931891,-0.22479703460368303,-0.0005509049296555333,0.0,0.0,-0.0042096592843768234,-0.08598713618400747,-0.03658670514341516,0.009425551061550035,-0.2069275258214599,0.03870180959170707,-0.0893436402835128,0.16356555472288115
2016-05-31,0.07098089654615619,0.023806820130625437,-0.1661121316289885,0.002665072892678014,0.0,0.0,-0.18958307491534318,-0.03906021719752072,-0.04893467375843351,-0.0485159289166153,-0.16850176775121015,0.06913579859333256,-0.055380071670118915,0.11732354599897754
2016-06-30,0.060870989234154245,-0.05744157882955362,-0.18151631696443132,-0.03765656507732191,0.0,0.0,-0.27319198082832197,-0.05695933212584031,-0.05221235403503057,-0.023775392363643573,-0.13291890290403077,0.03154839269157379,-0.031127358042847757,-0.060780836903250215
2016-07-31,0.16855207243383896,0.007818084982809136,-0.1302461329678323,-0.04976095361263022,0.0,0.0,-0.020454384461540357,0.04940945236693654,-0.01115969324694355,0.11301026289865244,-0.15413495577561526,-0.036050900403218525,-0.05154902421596567,-0.20785408263401697
2016-08-31,0.12720633752547802,-0.04600609428758477,-0.1871295696231697,-0.03046097312109205,0.0,0.0,-0.13896410694311895,0.008874916633272162,0.051334112274223395,0.04763664354730945,-0.27093645487184276,-0.06369571547918902,-0.008090058550107379,0.019665017143612417
2016-09-30,-0.026568137588824117,-0.048557490665794324,-0.08834302271220655,-0.0059943743739050885,0.0,0.0,-0.1870227217749688,0.032452186835713104,0.1452625618031928,-0.0052363990067956995,-0.2141098180286404,-0.11463513465261627,-0.008685940332951394,0.12313221222439145
2016-10-31,0.010601230248932387,0.054504189585429824,-0.23275279713647293,-0.03294324435676922,0.0,0.0,0.20767329736483534,-0.06593919915297504,-0.010273387453114867,-0.05612856416114188,-0.20331192499615205,0.021936560823526113,0.049423503768397326,-0.05451210095225297
2016-11-30,0.07851190783558727,-0.01810044189434367,-0.14134691592999085,-0.031221570111237964,0.0,0.0,-0.04445209690884757,-0.042468088952618825,0.013944927832158702,-0.051590366287966136,-0.2335916643640538,0.07209113733710856,0.005233869979893101,-0.2674470125661937
2016-12-31,-0.012752244043010967,-0.07469233920449557,-0.10585244853328912,-0.09966142763396621,0.0,0.0,0.0693122069370644,-0.00905432204898367,0.010545673762462907,-0.05384041796529311,-0.37041524102047085,-0.028851750582994676,0.0634995240809355,0.1015224041870331
2017-01-31,0.04198822178374138,-0.05601382183548172,-0.08999685550350273,-0.10141545845582618,0.0,0.0,0.08916307947135843,0.03046330432508654,-0.05232301231129217,0.07048683061304294,-0.33885551008199083,-0.004477648178932394,-0.07116985842123381,-0.053646399018510774
2017-02-28,0.06338427034939176,-0.09054421463807412,-0.04832111727106315,-0.17446865365116204,0.0,0.0,0.1648183188172298,-0.048463341424898165,-0.039159640456903205,-0.0162246690750122,-0.14576571516021375,-0.019141386143121854,-0.06688810982028089,-0.12282056319264911
2017-03-31,0.05700150645898382,-0.07253657621127896,-0.08636084050866258,-0.1373616693922271,0.0,0.0,-0.04887457815198724,0.03422376068519632,-0.029743140530941767,0.03898599552672775,-0.08088228075660421,-0.06399632199777167,-0.14493300159136235,-0.20510032818825624
2017-04-30,0.07347192658547978,-0.03450168449982739,-0.07288248081633042,-0.12236469464108503,0.0,0.0,-0.028145801066511038,-0.03019302536806386,-0.05615285140195444,-0.0012661893605783953,-0.12946587924315744,0.010271142352150275,-0.10932701618922863,-0.3319573084756334
2017-05-31,0.07832305038295065,-0.009614767217001143,-0.07931177287137982,-0.17003099106545194,0.0,0.0,-0.008220327094345316,-0.012536560728296182,-0.04082970900329249,0.022854918713166302,-0.06469338246226121,0.017109079271776333,-0.06909877535888767,-0.42737666583119094
2017-06-30,0.06393201688097755,0.04595843680143061,-0.07457192268908185,-0.15779676194888426,0.0,0.0,-0.07035037275244199,0.007584373096751773,-0.024958481356567544,0.04008279713098899,-0.09595868776221883,0.00975507165642414,-0.03315252473719699,-0.37589855318703547
2017-07-31,-0.012673773664904391,0.05482944910576884,-0.07350212708926283,-0.09558359770169501,0.0,0.0,-0.1359628480590669,-0.003754545516795644,-0.031183019568204767,0.01766000972907661,-0.09104183103154014,0.01912043420672069,-0.05654725020482994,-0.4081411141221344
2017-08-31,0.0245530787557005,0.06362345911850745,-0.011063446660681599,-0.0801198011889317,0.0,0.0,-0.1971925159998173,-0.02119018780178476,-0.0394237080133048,-0.0017213414302904068,-0.0758365463591263,0.029610548764662487,-0.051902314372892826,-0.4037630515342999
2017-09-30,0.06287169543253442,0.06637623779511356,-0.08769634436946687,-0.08410012084330909,0.0,0.0,-0.17056058078883599,0.013538467686620828,0.008426694392485416,-0.0032810103247344056,-0.04320942411001317,-0.009328249865564136,-0.03604910650945258,-0.41456206788186956
2017-10-31,0.05707744037193438,0.043627898823404586,-0.059006608150429365,-0.08954853898703143,0.0,0.0,-0.20697512840317606,0.008845477790577504,-0.020713067365155893,0.0493646248261874,-0.06136630174226598,-0.012640268911061058,-0.016137312410185685,-0.37469733221859053
2017-11-30,0.040189606967791995,0.07392115475621787,-0.039263643534156234,-0.15407795888409284,0.0,0.0,-0.19971235449805158,0.004810294837034872,-0.004528034458122158,0.038377504794744596,-0.05501252032173725,-0.05499532382958396,-0.0023170180330986364,-0.33279458508536786
2017-12-31,0.06064105356555608,-0.0405543271751836,-0.08061277430678826,-0.03550269963876179,0.0,0.0,-0.1404955507558442,-0.026864506891290652,0.014483244801856822,0.0625900092755753,-0.09602502511494743,0.004506085061033143,0.01663731439675589,-0.421087409016407
2018-01-31,0.06031708302897404,0.02499069764880126,-0.09770574452353196,-0.10918903462356137,0.0,0.0,-0.14212039508204138,0.005414888597896788,0.018465197167381556,0.04648859542359768,-0.09551965153384209,-0.026834564256304955,-0.015483349927733087,-0.3574707981863338
2018-02-28,0.0699446406386122,0.03384384513621062,-0.06681092167265065,-0.08721143477568986,0.0,0.0,-0.31550104145694696,0.0427078562600868,-0.012966243942902106,0.030118962637075548,-0.10202456296005429,-0.026303874366794863,-0.00862203377873794,-0.20394458237423804
2018-03-31,0.05590481651261453,0.037293424500496976,-0.07059387580425458,-0.05542600619484106,0.0,0.0,-0.2385203875836927,-0.013106737318229185,-0.02247509542137188,-0.02393612127807645,-0.09710208591135011,0.006564751308930935,-0.02998389135472645,-0.3490928068114151
2018-04-30,0.057747336075519656,0.059553297604541644,-0.09386640989225671,-0.04790591034781774,0.0,0.0,-0.2724645645945683,-0.004605750555429098,-0.00333132072774587,0.0024858848649915058,-0.08555397911592919,-0.0013375259374845054,-0.020850101694516086,-0.3502979185891996
2018-05-31,0.012652403084642294,0.027959650043716297,-0.05619023627482511,-0.03856162350714315,0.0,0.0,-0.2508392936924427,0.0004306648971418694,0.0028794425088931046,-0.019419947813898192,-0.10248078274151283,0.02384065016631402,-0.08165624323822572,-0.3830890620312446
2018-06-30,0.04444418258894812,0.046337213423161064,-0.04614489338088013,-0.01358311587863588,0.0,0.0,-0.24405661562108594,-0.014652649347393782,-0.024391759914718467,-0.038564100293941014,-0.09316643399493779,0.03676072228498966,-0.06096207228680395,-0.3369362409845042
2018-07-31,0.039445994093957305,0.0407334941119124,-0.08378451807039367,-0.01011587699423957,0.0,0.0,-0.24625580990970958,0.0019213242777588765,-0.05228391354318484,-0.04420551373422505,-0.05177885914205475,0.025027481948834515,-0.05365027688838303,-0.35079693728534633
2018-08-31,0.06779915108457547,0.059505555771559936,-0.07741724561947361,-0.018194142318660993,0.0,0.0,-0.2137323094204276,-0.03758101586363819,-0.04089161131341563,-0.06250803680120938,-0.07800890156871126,0.045387419586377827,-0.09246760384484819,-0.20650700680710185
2018-09-30,-0.017749252765762707,-0.012829205191548499,-0.0998029242057257,0.058859157720056975,0.0,0.0,-0.0927230461162484,-0.08195387262874995,-0.05850058968663107,-0.10950962079198143,-0.11900870431529444,0.05725675146077039,-0.1260584810049142,-0.16574839411231626
2018-10-31,0.053221467913428314,0.047177648029628254,-0.07126096839651147,-0.016358329543757877,0.0,0.0,-0.07812562030765204,-0.02950120733241609,-0.03649297701152135,-0.13092399870032823,-0.09013444345931217,0.04483864887633145,-0.12188918913658289,-0.2800755012925298
2018-11-30,0.058703081265683146,0.03706979120215849,-0.09385970240056198,0.03400730983538414,0.0,0.0,-0.014424034758298647,-0.05351422432444597,-0.03924871059126468,-0.10384478159516097,-0.11049954327923303,0.08054527233219123,-0.10499239469847496,-0.2692911537171427
2018-12-31,0.07517643877824108,0.04002077891031922,-0.08781993105390504,0.06529859761011013,0.0,0.0,-0.07326497788978467,-0.056161320699145846,-0.03614386843519287,-0.11815444488189092,-0.02232859357675342,0.08058818324932164,-0.10594728296385121,-0.23909558195148387
2019-01-31,0.0303898908974643,0.02121458141696335,-0.09435264745878152,0.06773399294432085,0.0,0.0,-0.09669111147976915,-0.05677893800502442,-0.033398927234445056,-0.07011862909386178,-0.0441279200600646,0.10044820474410082,-0.1065509790219343,-0.2781941776432698
2019-02-28,0.07620437480389591,0.033831974624201004,-0.0761385411671723,0.07142410770976385,0.0,0.0,0.12565151431627314,-0.07986282546909929,-0.05971178577309913,-0.1396374569905565,-0.004893430935217678,0.08703475450176586,-0.12157230969305906,0.12403692401589617
2019-03-31,0.08166620689371461,0.02007524546284345,-0.17557813085285995,0.07523427689499584,0.0,0.0,0.15488743770148145,-0.0593670937758273,-0.01373105499562186,-0.03593105598947299,0.008613549498127393,0.05227769959121563,-0.08617691528109146,0.23646133306274816
2019-04-30,0.11049771313379435,-0.02413374032024229,-0.10348987515486012,0.0879614065975753,0.0,0.0,0.15939627082239083,-0.05280965124929755,-0.02667831930101992,-0.08329775943935962,0.01560328299224003,0.023322577441512258,-0.11428778925222964,0.19852161429547815
2019-05-31,0.11830077732065351,-0.028631966699402323,-0.10950132200452799,0.10894402185431004,0.0,0.0,0.08776357739627409,-0.054114272021461435,-0.049250207840018385,-0.08216315776055926,-0.03160576019807973,0.022731503489158828,-0.1368741405066694,0.17011929290888494
2019-06-30,0.18138673270438602,-0.05989272031945539,-0.1671274943882421,0.1467240464968676,0.0,0.0,0.06542390700050987,-0.07152860654997355,-0.026157625945847512,-0.11994307259960345,-0.005623650611209086,-0.014928941341841336,-0.103516667683494,0.03774653435857017
2019-07-31,0.1609687635113774,-0.1323703377546199,-0.1731667673228345,0.1647531225556082,0.0,0.0,0.05035214207544377,-0.05692729226748904,0.009322756080492335,-0.11106379115538988,-0.025564908222622723,-0.0322429573909907,0.00872514147485352,0.07454202018827792
2019-08-31,0.17970160318566838,-0.048211860807864396,-0.18818195667596843,0.16785773367046,0.0,0.0,0.03909674322368582,-0.02853118527475743,0.03956555897244808,-0.08791773693536707,-0.06144176165784213,-0.018822983517104812,-0.0008004520537601501,-0.13987042402507335
2019-09-30,0.18854551250107845,-0.0917313734469355,-0.1130118630891609,0.1702310680481819,0.0,0.0,-0.11255502689280965,-0.04619186309669392,0.030957744584309898,-0.06858899413457364,-0.002845742291081671,-0.05218684625884726,0.025617555287872087,-0.09753641036845528
2019-10-31,0.2213326566415634,-0.12638805781940424,-0.1836181463826891,0.14416338283767283,0.0,0.0,-0.07393450950410907,0.006066203245718337,0.024960850347557975,0.04457412697387888,0.020453494304258156,-0.018571403697573527,0.0031840377176798993,-0.1327531305278946
2019-11-30,0.1193899730401526,-0.10840966431146536,-0.09695006057467401,0.09411200812846214,0.0,0.0,-0.10972636263220743,0.03512058351766617,0.03537521020898203,-0.05746754552411056,0.060837755527050154,-0.07218187517984273,-0.01767104233161364,-0.19275791902377326
2019-12-31,0.1983398437971441,-0.11270828398445581,-0.15686240403203,0.10482115407497337,0.0,0.0,-0.12707433894635553,0.0044844743084713175,-0.012642753198815058,-0.01911522683708853,-0.01665726444471997,-0.0459723916867035,-0.005798157741242476,-0.19552370694800023
2020-01-31,0.09106472151497062,-0.14540696505175915,-0.24589072570308854,0.11316419666010608,0.0,0.0,-0.12646357804092323,0.010476355025816592,0.04234731562868995,-0.02363986747025066,0.04248544370126969,-0.06989596047232327,0.03573230012789118,-0.053432570602910984
2020-02-29,0.14617251932930672,-0.09000949442898752,-0.14617181995730213,0.09326067378131561,0.0,0.0,-0.14939315815944804,0.047169855777063494,0.03539102043290935,0.01730925383709747,0.025102928029268317,-0.06013167918559006,-0.005637395272935427,-0.18425020180877577
2020-03-31,0.11215639064592056,-0.11529046930933733,-0.1422648350880988,0.11534328648716806,0.0,0.0,-0.10856177467970836,0.037731001055923565,0.016977997414901032,0.03172136602218235,0.04034383872822327,-0.05684155535813695,-0.022323235995003608,-0.2004442492153962
2020-04-30,0.08943083245387902,0.0007696492075662827,-0.11264495605898994,0.029549471224625777,0.0,0.0,-0.36094224737578745,-0.030256085081363796,0.05451374981531343,0.022274094745431693,0.0218450972652149,-0.05616250611147702,0.07062542264903889,-0.15098588801131177
2020-05-31,0.11156190547121571,-0.09784134032968067,-0.06983286227510468,0.15379696217815172,0.0,0.0,-0.11450627845569997,0.007865095780839798,0.05059701019792321,0.01039458587280801,0.11737493616478777,0.0022128950987446777,-0.0544029089352279,-0.20961321923981588
2020-06-30,0.06626846824921336,-0.08117765496048662,-0.11251235638130126,0.12201831155023678,0.0,0.0,-0.10525006510515371,0.008304392097994637,0.06108060225157139,-0.005913247548744052,0.13330770557081628,-0.03991774872238015,-0.033335663745856156,-0.23091378381624553
2020-07-31,0.12041042759387366,-0.0741745311641926,-0.09684021753818696,0.1048098363021761,0.0,0.0,-0.138406728665987,-0.023693998832684016,0.004808015402381186,0.017431956442898685,0.13072235284566006,0.029718331787501332,-0.06936767517942226,-0.18961592824503617
2020-08-31,0.11142325922064054,-0.09347956257672803,-0.12038256428122276,0.03138262709687721,0.0,0.0,-0.1327394589996884,0.007722207138450228,-0.015414201331307864,0.0703252186687187,0.10813531323524399,0.046696447400579114,-0.04481048039853005,-0.21748865965201306
2020-09-30,0.11636187144575677,-0.08234565565306891,-0.10347057215718466,0.02402591784020157,0.0,0.0,-0.1553361815092791,-0.012144681261065883,-0.015348028346148748,0.06681161901217873,0.09040144788993472,0.046830199659830894,-0.04572779908476498,-0.241196026140585
2020-10-31,0.10535582154120726,-0.07235396631096144,-0.10377097463750157,-0.008950587087218614,0.0,0.0,-0.15968169213938918,-0.02228730119195573,-0.08335948602052437,0.0010890769104578996,0.10033621181470884,0.13152404249857966,-0.033426273559058,-0.17786456628843766
2020-11-30,0.10497956004606278,-0.05640682510862981,-0.10419867676086889,-0.03236492762431346,0.0,0.0,-0.08143440784253092,-0.029863529327896692,-0.07443332247228159,-0.008743658048297819,0.13893223123145296,0.15967647240880503,-0.02311978334224169,-0.18584660578661832
2020-12-31,0.12291203151063934,-0.043147925324269296,-0.16549984830937692,-0.025309330825674055,0.0,0.0,-0.114076488534383,-0.02346852902315051,-0.03976892155352299,-0.0057089101455324335,0.2183308944106945,0.13269325064422688,-0.03187269454982895,-0.07721117516870114
2021-01-31,0.0550710884975481,0.00601333352027069,-0.10832766723175757,-0.0629710015900157,0.0,0.0,0.08838100948053837,-0.04860825476191185,-0.06575685388076578,0.05444993636519846,0.18124317745792998,0.1793018199615994,-0.05525736054555174,-0.09461849670691234
2021-02-28,0.07623618064680768,0.016473230428517255,-0.08410513957672738,-0.1126353273969041,0.0,0.0,0.06323309152855723,-0.06864423268908547,-0.09331254694710543,0.023130488410636255,0.12335673998387273,0.10299797247444216,0.06482086554346993,-0.17105418437387435
2021-03-31,0.042462084271503414,0.03912408514959205,-0.1053488911296465,-0.07465108771962504,0.0,0.0,0.04930607742227982,-0.07931962612607152,-0.05605459665480393,0.0023904588687911066,0.10205100253551047,0.19067396473989606,0.10283563051739433,-0.15578249486488577
2021-04-30,0.09978336325936307,-0.014466504252179067,-0.12339189165057494,-0.11299188453391687,0.0,0.0,0.2341350010111279,-0.04768244331431569,-0.1161251743843919,0.019284579677011505,0.02960974265124786,0.1258321923098976,0.05061376768851209,-0.02608345526746149
2021-05-31,0.1584600808117143,-0.01635287691090724,-0.14802316787091482,-0.12937540919892598,0.0,0.0,0.08615209704197233,-0.02020776442597829,-0.11038244011994995,0.051621653948021436,-0.04663199977647237,0.07612033824244811,0.12012283531822178,-0.0365493363344735
2021-06-30,0.01817464723209849,-0.01150463709469405,-0.12872042336286488,-0.10222062174047557,0.0,0.0,0.2761131002862987,0.024571902714963723,-0.04549608536527659,0.06858683480256023,-0.06514700770284093,0.12899060409755173,0.10162314112162298,0.028850994478752248
2021-07-31,0.1276975866890727,-0.008863926383891402,-0.12194804553998012,-0.1190191573146619,0.0,0.0,0.1525611460474964,-0.048931184612985845,-0.08874258726469436,-0.01796870722602561,-0.055585881069993515,0.10537960282256623,0.049365234913442885,0.10393694011518886
2021-08-31,0.08109284431695706,0.0879070063254777,-0.0520980951327463,-0.03885239963633213,0.0,0.0,0.23125381441620887,-0.08535506191774493,-0.07311104122253148,0.0024583263265822515,-0.058472427361530833,0.029750131192834133,0.08273092443578015,0.1769179277152741
2021-09-30,0.08793135325190862,0.03921726087892066,-0.09357158748660821,-0.017011025069574266,0.0,0.0,0.3762691081719921,-0.047926134856638075,-0.01840181112988572,0.02981503304749402,0.0006319068464130239,0.014116891569091636,0.02340312424718214,0.2517047634442917
2021-10-31,0.045967896533946645,0.09703777531502775,-0.0921244964903661,-0.02345882452255956,0.0,0.0,0.2999884173601531,-0.007794047303539148,0.04395070593294735,0.14682169666871123,-0.0008163995975272406,-0.02954851580219835,0.03746690326444798,0.1750243212085755
2021-11-30,-0.013458246678396388,0.02638327208369373,-0.062141880582817575,-0.04597328049381446,0.0,0.0,0.2896734916332827,-0.06750962366958124,0.003961281316736862,0.06812513556065686,-0.08747208530310728,-0.05861006431971766,0.017985755815780567,0.2587058825424147
2021-12-31,0.1272204752239515,0.023332771887642042,-0.07969883418829415,-0.024222675725569912,0.0,0.0,0.14981447461791564,-0.07965450088978102,0.016329953298373636,0.09687524595462887,-0.07508760645718333,-0.07903955220190162,-0.0076377282711708825,0.2410861812835872
2022-01-31,0.10431069404650599,-0.044502652131689864,-0.10434474338080744,-0.026060610125159846,0.0,0.0,0.13812854281517,-0.019272468171490652,0.04198552984774431,0.13270723609328972,-0.04747130875981867,-0.10470132563720129,-0.003777306227689386,0.23273758276343293
2022-02-28,0.01499157530082768,-0.009389297650835975,-0.014991668235199677,0.04264723735244439,0.0,0.0,0.21682247851110065,-0.017522137380494525,-0.0008960689246502277,0.1374912347751139,0.01009316234342432,-0.09814365049989578,-0.07574230236230049,0.3612691866637124
